"booker_ip_ufi","hotel_ufi","check_month","book_count","from_lat","from_lon","to_lat","to_lon","distance"
-2610071,-2601889,3,547,54.9833,-1.61667,51.501,-0.126343,399.687
-2155319,-1746443,8,547,52.35,4.93333,52.5204,13.4094,574.582
20014181,20079110,2,547,34.0522,-118.243,36.119,-115.168,362.041
-2960561,-132092,8,547,55.7522,37.6156,45.441,10.9922,2180.83
-372490,-1395964,8,547,41.3871,2.17001,42.5094,1.54075,135.209
20019371,20021798,8,547,41.0936,-73.4192,28.325,-81.5333,1600.02
-2880493,-1456928,6,547,59.8667,30.25,48.8562,2.34764,2157.74
-122902,-119328,8,547,40.8333,14.25,40.7378,13.9484,27.5234
-2589395,-2601889,8,547,52.9667,-1.18333,51.501,-0.126343,178.161
-774541,-739558,8,547,41.0167,28.9667,37.0333,27.4333,462.293
-395308,-390625,3,547,42.8169,-1.64263,40.4167,-3.70342,317.116
-1898619,-3406238,9,546,31.0456,121.4,7.89271,98.2984,3517.65
-3414440,-3250493,12,546,13.7558,100.506,13.7167,100.783,30.2343
-126693,-372490,11,546,41.8959,12.4826,41.3871,2.17001,858.299
-2155319,-1953257,3,546,52.35,4.93333,51.2212,4.39968,130.773
-2608431,-2604469,4,546,51.5167,-0.0833333,52.954,-1.14738,175.474
-1160731,-850553,8,546,44.4333,26.1,47.4984,19.0403,642.958
-2403010,-2403412,10,546,3.14526,101.697,2.19433,102.249,122.229
-381535,900040207,2,546,40.4,-3.68333,37.0933,-3.39245,368.552
408663,-2679652,8,546,24.6556,46.6983,-6.195,106.823,7350.68
408663,-121726,8,546,24.6556,46.6983,45.4643,9.18878,4067.91
-1019007,-1012061,1,546,-34.6167,-58.6833,-41.1335,-71.3102,1322.04
101479,-735347,6,546,36.9,30.7167,36.886,30.7046,1.89242
-2960561,-117543,11,545,55.7522,37.6156,43.7667,11.25,2293.06
-1603135,-1563952,1,545,-33.8705,151.209,-35.3082,149.124,248.956
-679069,-979186,2,545,-23.4667,-46.65,-34.6038,-58.3816,1680.92
-381535,-390787,9,545,40.4,-3.68333,36.7147,-4.42474,414.821
-2601422,-2601889,11,545,53.4109,-2.97811,51.501,-0.126343,287.079
-121762,-126693,8,545,45.0333,7.66667,41.8959,12.4826,522.1
-2608431,-2745636,8,545,51.5167,-0.0833333,55.6788,12.5794,953.188
-2960561,-2625660,11,545,55.7522,37.6156,59.4385,24.7555,867.06
20019371,20013651,3,545,41.0936,-73.4192,33.9617,-118.352,3995.6
-1785903,-1746443,6,544,52.3721,9.73565,52.5204,13.4094,249.503
-679069,-901202,11,544,-23.4667,-46.65,-33.4439,-70.6537,2587.02
-1217214,-1217214,9,544,-33.9248,18.4197,-33.9248,18.4197,0
20014181,20079110,1,544,34.0522,-118.243,36.119,-115.168,362.041
20079202,20079110,10,544,36.1989,-115.117,36.119,-115.168,9.99488
-1746443,-1771148,9,544,52.5204,13.4094,50.1122,8.68323,423.636
-79490,-1995499,4,544,44.8167,20.4667,48.2085,16.3728,490.144
-1456928,-1746443,6,544,48.8562,2.34764,52.5204,13.4094,878.061
-814876,-820164,8,544,37.9864,23.7288,35.5121,24.0206,276.355
20019371,20091627,9,544,41.0936,-73.4192,35.2271,-80.8431,919.54
-1011058,-979186,9,544,-32.9453,-60.6378,-34.6038,-58.3816,278.368
900048409,-1508289,3,544,-36.8698,174.778,-43.5333,172.633,762.935
-789552,-2601889,4,544,29.3697,47.9783,51.501,-0.126343,4642.06
20019371,20014579,9,544,41.0936,-73.4192,36.6003,-121.894,4173.5
-372490,-409149,10,544,41.3871,2.17001,41.6333,-0.883333,255.698
-372490,-1395964,12,544,41.3871,2.17001,42.5094,1.54075,135.209
-1603135,-1561728,12,544,-33.8705,151.209,-27.4693,153.022,732.553
-782499,-1829149,8,544,25.2625,55.2944,48.1373,11.5756,4565.65
20019371,20083006,8,544,41.0936,-73.4192,35.0844,-106.651,2964.96
20019371,20097699,5,544,41.0936,-73.4192,39.9611,-82.9989,818.963
-2960561,-1946324,1,544,55.7522,37.6156,53.9,27.5667,675.115
-782371,-782066,6,543,25.3622,55.3911,24.4667,54.3667,143.482
-814876,-2601889,10,543,37.9864,23.7288,51.501,-0.126343,2391.06
-122902,-126693,9,543,40.8333,14.25,41.8959,12.4826,188.979
-679069,-643612,11,543,-23.4667,-46.65,-3.72325,-38.5405,2361.95
-1594675,-2601889,7,543,-31.9515,115.858,51.501,-0.126343,14478.56
-1019007,-1009196,1,543,-34.6167,-58.6833,-25.5972,-54.5771,1077.59
-1898541,-1456928,10,543,39.9146,116.391,48.8562,2.34764,8215.48
-2608431,-2604469,9,543,51.5167,-0.0833333,52.954,-1.14738,175.474
-1240261,-1224926,1,543,-26.2047,28.0419,-29.85,31.0167,499.5
20019371,20015688,3,543,41.0936,-73.4192,38.5817,-121.493,4061.91
-79490,-1995499,1,543,44.8167,20.4667,48.2085,16.3728,490.144
-28159,-38833,5,543,33.5931,-7.61639,31.6296,-8.00304,221.314
-1456928,-390625,12,543,48.8562,2.34764,40.4167,-3.70342,1052.69
-2960561,-2923066,9,543,55.7522,37.6156,55.7949,49.1127,718.256
-1456928,-2140479,9,543,48.8562,2.34764,52.3729,4.893,430.24
-846101,-553173,4,543,48.15,17.1167,50.0877,14.4211,291.353
-782499,-2601889,5,543,25.2625,55.2944,51.501,-0.126343,5470.08
20019371,20079268,10,543,41.0936,-73.4192,39.5297,-119.813,3890.66
-372490,-402849,10,543,41.3871,2.17001,37.3772,-5.98694,830.271
20019371,20079111,3,542,41.0936,-73.4192,35.1678,-114.572,3624.87
-1456928,-1454460,4,542,48.8562,2.34764,47.2167,-1.55,342.302
-2155319,-1746443,12,542,52.35,4.93333,52.5204,13.4094,574.582
-537080,-534433,11,542,51.1104,17.0309,52.2296,21.0088,301.179
-2173088,-2167973,6,542,41.1495,-8.61053,38.7138,-9.13931,274.563
-2608431,-2591658,8,542,51.5167,-0.0833333,52.2056,0.121754,77.8859
-782499,-3096949,5,542,25.2625,55.2944,21.4225,39.8262,1634.74
-1456928,-1413751,2,542,48.8562,2.34764,44.8378,-0.57866,499.085
-2960561,-782831,4,542,55.7522,37.6156,25.2703,55.3075,3680.54
20019371,20017349,8,542,41.0936,-73.4192,39.7392,-104.984,2661.86
419198,-2589607,8,541,53.3267,-6.24472,54.5964,-5.93017,142.675
-943814,20023181,11,541,10.5,-66.9167,25.789,-80.2264,2202.65
-2592087,-2601889,4,541,51.5,-3.2,51.501,-0.126343,212.742
-789552,-3414440,8,541,29.3697,47.9783,13.7558,100.506,5652.25
-273837,-252873,5,541,59.9167,10.75,60.3911,5.32472,304.735
-2880493,-1995499,3,541,59.8667,30.25,48.2085,16.3728,1574.8
-559502,-1746443,5,541,50.0833,14.45,52.5204,13.4094,280.475
-1898619,-3406238,4,541,31.0456,121.4,7.89271,98.2984,3517.65
-789552,-3092186,2,540,29.3697,47.9783,24.4686,39.6142,991.814
-1771148,-1771148,7,540,50.1122,8.68323,50.1122,8.68323,0
-395308,-390625,6,540,42.8169,-1.64263,40.4167,-3.70342,317.116
-755070,-2601889,1,540,41.0088,28.9682,51.501,-0.126343,2499.77
-2608431,-2601422,1,540,51.5167,-0.0833333,53.4109,-2.97811,287.744
-1555188,-1555188,2,540,-34.9333,138.6,-34.9333,138.6,0
-789552,-755070,6,540,29.3697,47.9783,41.0088,28.9682,2150.47
20019371,20078399,6,540,41.0936,-73.4192,41.2539,-95.9939,1884.21
-1810561,-1746443,6,540,50.9407,6.95794,52.5204,13.4094,477.561
-1746443,-553173,4,540,52.5204,13.4094,50.0877,14.4211,279.49
-1160731,-1153613,8,540,44.4333,26.1,45.6419,25.589,140.259
130827,-979186,9,540,-22.9,-43.2333,-34.6038,-58.3816,1963.92
-118193,-111742,6,540,45.4667,9.2,44.4941,11.3441,200.328
130827,-1456928,9,540,-22.9,-43.2333,48.8562,2.34764,9169.42
-73635,-246227,4,540,1.29306,103.856,35.6768,139.756,5321.26
-782499,-3096949,3,540,25.2625,55.2944,21.4225,39.8262,1634.74
-2595386,-2601889,8,540,55.95,-3.2,51.501,-0.126343,534.306
-755097,-755097,4,540,38.4214,27.1339,38.4214,27.1339,0
-402849,-384328,6,540,37.3772,-5.98694,37.1833,-3.6,212.278
-372490,-126693,4,540,41.3871,2.17001,41.8959,12.4826,858.299
20019371,20083006,4,540,41.0936,-73.4192,35.0844,-106.651,2964.96
-2403009,-2405456,9,540,3.18333,101.7,1.46667,103.75,297.167
419198,-2589607,3,540,53.3267,-6.24472,54.5964,-5.93017,142.675
-774541,-2601889,8,540,41.0167,28.9667,51.501,-0.126343,2499.13
-901202,-390625,9,539,-33.4439,-70.6537,40.4167,-3.70342,10700.66
-1561728,-1586844,5,539,-27.4693,153.022,-37.8167,144.967,1374.38
-2960561,-850553,7,539,55.7522,37.6156,47.4984,19.0403,1568.82
-1364995,-2625660,10,539,60.1756,24.9342,59.4385,24.7555,82.5686
-1044367,-1044367,2,539,50.4495,30.5254,50.4495,30.5254,0
-1240261,-1224926,8,539,-26.2047,28.0419,-29.85,31.0167,499.5
-372490,-409149,5,539,41.3871,2.17001,41.6333,-0.883333,255.698
-1603135,-1561728,5,539,-33.8705,151.209,-27.4693,153.022,732.553
-1456928,-1473166,7,539,48.8562,2.34764,43.6043,1.44075,588.124
-2960561,-3039267,1,539,55.7522,37.6156,57.6167,39.8667,248.736
-1019007,-1011058,6,539,-34.6167,-58.6833,-32.9453,-60.6378,259.161
-774541,-2601889,7,539,41.0167,28.9667,51.501,-0.126343,2499.13
101479,-735347,4,538,36.9,30.7167,36.886,30.7046,1.89242
-846101,-553173,12,538,48.15,17.1167,50.0877,14.4211,291.353
-530969,-534433,5,538,54.3667,18.65,52.2296,21.0088,284.644
-2592087,-2601889,5,538,51.5,-3.2,51.501,-0.126343,212.742
-667833,-667833,3,538,-12.9833,-38.5167,-12.9833,-38.5167,0
-667833,-667833,5,538,-12.9833,-38.5167,-12.9833,-38.5167,0
-2960561,-510625,5,538,55.7522,37.6156,50.063,19.937,1338.45
-2608431,-2591658,4,538,51.5167,-0.0833333,52.2056,0.121754,77.8859
-1456928,-132007,4,538,48.8562,2.34764,45.4339,12.3385,845.102
-126693,-122902,6,538,41.8959,12.4826,40.8333,14.25,188.979
-2960561,-1044367,2,538,55.7522,37.6156,50.4495,30.5254,755.342
-1456928,-2167973,4,538,48.8562,2.34764,38.7138,-9.13931,1453.44
-126693,-132007,10,538,41.8959,12.4826,45.4339,12.3385,393.578
20019371,20091627,12,538,41.0936,-73.4192,35.2271,-80.8431,919.54
-361308,-345275,12,538,-12.05,-77.05,-13.5183,-71.9781,573.686
-118193,-132007,4,538,45.4667,9.2,45.4339,12.3385,244.834
-781545,-781545,8,538,32.078,34.7743,32.078,34.7743,0
-2960561,-1955538,9,538,55.7522,37.6156,50.8435,4.35093,2253.28
-679069,-639568,11,538,-23.4667,-46.65,-25.4439,-49.2689,344.371
-1831783,-1771148,9,538,48.15,11.5833,50.1122,8.68323,303.481
-2600180,-2601889,1,537,55.8167,-4.25,51.501,-0.126343,551.245
-381535,-2173088,9,537,40.4,-3.68333,41.1495,-8.61053,423.124
-846101,-840999,4,537,48.15,17.1167,48.15,17.1167,0
-814876,-824502,8,537,37.9864,23.7288,37.1,25.3833,176.043
-1810561,-1746443,8,537,50.9407,6.95794,52.5204,13.4094,477.561
-537080,-534433,10,537,51.1104,17.0309,52.2296,21.0088,301.179
-381535,-3414440,8,537,40.4,-3.68333,13.7558,100.506,10180.89
-1898619,-117543,9,537,31.0456,121.4,43.7667,11.25,9089.49
20019371,20030916,1,537,41.0936,-73.4192,21.3069,-157.858,8020.36
-2595386,-2601889,2,537,55.95,-3.2,51.501,-0.126343,534.306
-2608431,-132007,10,537,51.5167,-0.0833333,45.4339,12.3385,1135.92
-381535,-406201,12,537,40.4,-3.68333,41.6536,-4.72326,164.437
-774541,-2140479,4,537,41.0167,28.9667,52.3729,4.893,2211.52
-2608431,20088325,1,537,51.5167,-0.0833333,40.7681,-73.9819,5567.38
20019371,20014579,12,537,41.0936,-73.4192,36.6003,-121.894,4173.5
-226152,-121726,9,537,35.6833,139.75,45.4643,9.18878,9718.52
-2960561,-1955538,11,537,55.7522,37.6156,50.8435,4.35093,2253.28
-291878,-290692,8,537,30.05,31.25,30.0445,31.2356,1.51495
-564064,-561990,4,536,53.55,-113.5,51.0448,-114.056,281.117
-1898541,-1456928,7,536,39.9146,116.391,48.8562,2.34764,8215.48
-381535,-371972,4,536,40.4,-3.68333,40.6556,-4.69717,90.2778
-226152,-2601889,6,536,35.6833,139.75,51.501,-0.126343,9562.01
-226152,-240905,5,536,35.6833,139.75,34.6667,135.5,402.444
-846101,-840999,6,536,48.15,17.1167,48.15,17.1167,0
408663,-372490,8,536,24.6556,46.6983,41.3871,2.17001,4488.66
20019371,20015688,11,536,41.0936,-73.4192,38.5817,-121.493,4061.91
20019371,20091627,6,536,41.0936,-73.4192,35.2271,-80.8431,919.54
174002,-645052,6,536,-30.025,-51.1917,-29.3799,-50.8729,78.0611
-1456928,-2167973,3,536,48.8562,2.34764,38.7138,-9.13931,1453.44
-629138,-671824,6,536,-19.9167,-43.9333,-23.5486,-46.6373,490.98
120935,-782831,5,536,26.4392,50.1,25.2703,55.3075,537.004
-3247115,-3414440,8,536,18.7903,98.9817,13.7558,100.506,582.957
-1501986,-1502554,1,536,51.8985,-8.4723,53.3467,-6.259,219.644
-384328,-390625,7,536,37.1833,-3.6,40.4167,-3.70342,359.649
-226152,-235402,12,536,35.6833,139.75,35,135.75,370.655
-1044367,-850553,5,536,50.4495,30.5254,47.4984,19.0403,899.046
-2960561,-1955538,12,536,55.7522,37.6156,50.8435,4.35093,2253.28
-2608431,-2598729,1,535,51.5167,-0.0833333,51.5167,-0.45,25.3715
-667833,-667833,6,535,-12.9833,-38.5167,-12.9833,-38.5167,0
-2612084,-2601889,12,535,52.0333,-0.716667,51.501,-0.126343,71.7875
-814876,-755070,4,535,37.9864,23.7288,41.0088,28.9682,561.116
193562,-1353149,2,535,39.9194,116.357,22.2832,114.173,1971.87
-1956483,-372490,7,535,50.8333,4.33333,41.3871,2.17001,1063.4
-111742,-126693,1,535,44.4941,11.3441,41.8959,12.4826,303.281
-814876,-126693,3,535,37.9864,23.7288,41.8959,12.4826,1051.62
-1898619,-1456928,2,535,31.0456,121.4,48.8562,2.34764,9275.63
-1831783,-1995499,11,535,48.15,11.5833,48.2085,16.3728,355.12
-782499,-1456928,8,535,25.2625,55.2944,48.8562,2.34764,5244.26
-118193,-132007,3,535,45.4667,9.2,45.4339,12.3385,244.834
-2880493,-1374408,4,535,59.8667,30.25,61.0567,28.1886,173.993
-814876,-824497,3,535,37.9864,23.7288,37.5667,22.8,94.0292
-73635,-2601889,5,535,1.29306,103.856,51.501,-0.126343,10855.54
-372490,-1394439,1,535,41.3871,2.17001,42.5056,1.52603,135.294
-2739313,-2745636,9,535,55.6667,12.5833,55.6788,12.5794,1.3675
-782499,-2601889,12,534,25.2625,55.2944,51.501,-0.126343,5470.08
-395224,-390625,1,534,39.5712,2.64686,40.4167,-3.70342,548.947
-1456928,-755070,3,534,48.8562,2.34764,41.0088,28.9682,2255.15
-1978544,-1995499,2,534,47.07,15.4398,48.2085,16.3728,144.61
-73635,-2405456,11,534,1.29306,103.856,1.46667,103.75,22.6166
-126693,-2140479,1,534,41.8959,12.4826,52.3729,4.893,1297.08
-2608431,-2590919,1,534,51.5167,-0.0833333,51.45,-2.58333,173.264
-1436558,-1456928,8,534,45.75,4.85,48.8562,2.34764,393.518
-2600180,-2595386,4,533,55.8167,-4.25,55.95,-3.2,67.1411
-679069,-631243,12,533,-23.4667,-46.65,-15.7833,-47.9167,864.573
419198,-1503761,3,533,53.3267,-6.24472,52.0579,-9.51193,261.475
-774541,-755097,3,533,41.0167,28.9667,38.4214,27.1339,328.39
-73635,-2637882,1,533,1.29306,103.856,25.0462,121.518,3251.15
-2608431,-2593554,5,533,51.5167,-0.0833333,51.1167,-0.183333,45.0176
193562,-3414440,1,533,39.9194,116.357,13.7558,100.506,3295.01
-537080,-534433,3,533,51.1104,17.0309,52.2296,21.0088,301.179
-2960561,-2620663,4,533,55.7522,37.6156,54.6893,25.2712,790.751
-273837,-2601889,1,533,59.9167,10.75,51.501,-0.126343,1154.46
-381535,-2157420,8,533,40.4,-3.68333,37.0886,-8.25082,540.675
-381535,-373608,1,533,40.4,-3.68333,43.2629,-2.93502,324.317
-679069,-643337,11,533,-23.4667,-46.65,-27.5941,-48.5545,497.112
-1898619,-121726,10,533,31.0456,121.4,45.4643,9.18878,9109.68
-126693,-126373,8,533,41.8959,12.4826,44.0597,12.5692,240.707
-1456928,-1453260,8,533,48.8562,2.34764,43.6108,3.87667,594.965
-571851,-569541,9,533,46.8,-71.25,45.5074,-73.5575,228.566
-1456928,-2173088,8,532,48.8562,2.34764,41.1495,-8.61053,1212.86
-631243,-631243,2,532,-15.7833,-47.9167,-15.7833,-47.9167,0
-1898619,-117543,6,532,31.0456,121.4,43.7667,11.25,9089.49
9026906,-513922,9,532,52.25,21,51.759,19.4558,118.967
-1563952,-1603135,11,532,-35.3082,149.124,-33.8705,151.209,248.956
-390787,-390625,11,532,36.7147,-4.42474,40.4167,-3.70342,416.388
-381535,-402059,3,532,40.4,-3.68333,42.8805,-8.54514,489.054
-2633032,-2637882,1,532,25.0333,121.517,25.0462,121.518,1.43795
-1831783,-1989985,8,532,48.15,11.5833,47.8025,13.0453,115.482
-122902,-119328,7,532,40.8333,14.25,40.7378,13.9484,27.5234
-2608431,-1454990,5,532,51.5167,-0.0833333,43.6996,7.26746,1028.02
-1454460,-1456928,10,532,47.2167,-1.55,48.8562,2.34764,342.302
-2551839,-1456928,12,532,46.2,6.15,48.8562,2.34764,410.677
900048409,900039038,6,532,-36.8698,174.778,-38.1378,176.247,191.492
-1456928,-553173,5,532,48.8562,2.34764,50.0877,14.4211,882.063
-1995499,-850553,6,532,48.2085,16.3728,47.4984,19.0403,214.111
-2612688,-2620663,6,531,54.7,25.3167,54.6893,25.2712,3.15678
-2633032,-1353149,2,531,25.0333,121.517,22.2832,114.173,807.897
-1898541,-3414440,10,531,39.9146,116.391,13.7558,100.506,3296.12
-2608431,-2604911,5,531,51.5167,-0.0833333,51.75,-1.25,84.5953
-2600180,-2595386,1,531,55.8167,-4.25,55.95,-3.2,67.1411
-901202,-1456928,5,531,-33.4439,-70.6537,48.8562,2.34764,11647.15
-1506909,-1508289,12,531,-36.8484,174.764,-43.5333,172.633,764.971
-2679652,-2683839,9,531,-6.195,106.823,-8.72273,115.173,962.483
-1364995,-2625660,2,531,60.1756,24.9342,59.4385,24.7555,82.5686
-1354207,-73635,9,531,22.2833,114.15,1.29306,103.856,2585.93
-901202,20088325,5,531,-33.4439,-70.6537,40.7681,-73.9819,8259.05
-906123,-979186,12,531,-34.8667,-56.1667,-34.6038,-58.3816,204.492
-2960561,-132007,10,531,55.7522,37.6156,45.4339,12.3385,2102.95
-1831783,-1785434,4,531,48.15,11.5833,53.55,10,610.612
-829252,-814876,10,531,40.6403,22.9439,37.9864,23.7288,302.723
20019371,20083006,3,531,41.0936,-73.4192,35.0844,-106.651,2964.96
-118193,-2140479,8,531,45.4667,9.2,52.3729,4.893,829.542
-679069,-901202,1,530,-23.4667,-46.65,-33.4439,-70.6537,2587.02
-1019007,-1003243,3,530,-34.6167,-58.6833,-38.0056,-57.5435,390.412
-2608431,-782831,6,530,51.5167,-0.0833333,25.2703,55.3075,5467.72
-575268,900000001,8,530,49.2605,-123.115,50.1437,-122.95,98.9215
-1456928,-117543,7,530,48.8562,2.34764,43.7667,11.25,886.56
-1907161,-1907161,7,530,23.1269,113.265,23.1269,113.265,0
-3703336,-3730078,1,530,10.8,106.65,10.7789,106.7,5.94409
-2608431,-132007,3,530,51.5167,-0.0833333,45.4339,12.3385,1135.92
-1447079,-1456928,12,530,50.6333,3.06667,48.8562,2.34764,204.244
-1456928,-402849,4,530,48.8562,2.34764,37.3772,-5.98694,1442.54
-631243,-666610,12,530,-15.7833,-47.9167,-22.9107,-43.2094,933.577
-1995499,-1978544,11,530,48.2085,16.3728,47.07,15.4398,144.61
-1456928,-1473166,12,530,48.8562,2.34764,43.6043,1.44075,588.124
-372490,-402849,6,530,41.3871,2.17001,37.3772,-5.98694,830.271
20019371,20016087,1,530,41.0936,-73.4192,38.9333,-119.983,3925.4
-774541,-2601889,9,529,41.0167,28.9667,51.501,-0.126343,2499.13
-1898619,-1603135,2,529,31.0456,121.4,-33.8705,151.209,7866.15
-782499,-782325,6,529,25.2625,55.2944,25.4967,56.3564,109.824
-2633032,-1353149,5,529,25.0333,121.517,22.2832,114.173,807.897
-1561728,-1563537,8,529,-27.4693,153.022,-16.9167,145.767,1390.08
-629138,-666610,3,529,-19.9167,-43.9333,-22.9107,-43.2094,341.244
-226152,-2601889,3,529,35.6833,139.75,51.501,-0.126343,9562.01
419198,-1503761,10,529,53.3267,-6.24472,52.0579,-9.51193,261.475
20019371,20078399,7,529,41.0936,-73.4192,41.2539,-95.9939,1884.21
20019371,20073662,8,529,41.0936,-73.4192,39.1034,-94.584,1809.24
-2601422,-2601889,8,529,53.4109,-2.97811,51.501,-0.126343,287.079
-28159,-38833,3,529,33.5931,-7.61639,31.6296,-8.00304,221.314
-381535,-401949,6,529,40.4,-3.68333,43.4647,-3.80444,340.926
-126693,-132007,8,529,41.8959,12.4826,45.4339,12.3385,393.578
20019371,20015797,3,529,41.0936,-73.4192,36.9742,-122.03,4169.19
-381535,-396163,8,529,40.4,-3.68333,40.3598,0.40246,346.083
408663,-755070,11,529,24.6556,46.6983,41.0088,28.9682,2449.93
20019371,20126350,8,529,41.0936,-73.4192,32.7356,-97.1078,2292.33
-2612688,-2620663,4,529,54.7,25.3167,54.6893,25.2712,3.15678
20019371,20115955,7,528,41.0936,-73.4192,32.7805,-79.9358,1090.04
-1354207,-73635,7,528,22.2833,114.15,1.29306,103.856,2585.93
-782499,-3414440,4,528,25.2625,55.2944,13.7558,100.506,4883.59
-1456928,-121726,6,528,48.8562,2.34764,45.4643,9.18878,639.738
-679069,-634196,11,528,-23.4667,-46.65,-22.7333,-45.5833,136.21
-2608431,-2595114,6,528,51.5167,-0.0833333,50.7682,0.290457,87.2184
-126693,-122902,11,528,41.8959,12.4826,40.8333,14.25,188.979
-782499,-782122,5,528,25.2625,55.2944,24.2045,55.7469,126.208
9026906,-510625,3,528,52.25,21,50.063,19.937,254.225
-402849,-384328,1,528,37.3772,-5.98694,37.1833,-3.6,212.278
-1456928,20088325,2,528,48.8562,2.34764,40.7681,-73.9819,5831.67
-1456928,20088325,6,528,48.8562,2.34764,40.7681,-73.9819,5831.67
-2608431,-1829149,6,528,51.5167,-0.0833333,48.1373,11.5756,915.51
-1473166,-1456928,7,528,43.6043,1.44075,48.8562,2.34764,588.124
-2524279,-2601889,3,528,59.3324,18.0652,51.501,-0.126343,1433.2
-1456928,-1453260,10,527,48.8562,2.34764,43.6108,3.87667,594.965
-406131,-372490,2,527,39.4698,-0.376542,41.3871,2.17001,303.143
-1217214,-1217214,1,527,-33.9248,18.4197,-33.9248,18.4197,0
-118193,20088325,8,527,45.4667,9.2,40.7681,-73.9819,6459.64
-2155319,-1953257,5,527,52.35,4.93333,51.2212,4.39968,130.773
20019371,20075118,6,527,41.0936,-73.4192,38.6272,-90.1978,1455.74
-2960561,-2620663,11,527,55.7522,37.6156,54.6893,25.2712,790.751
-1456928,-121726,8,527,48.8562,2.34764,45.4643,9.18878,639.738
-1160731,-1156502,8,527,44.4333,26.1,44.1833,28.65,204.79
-2960561,-781545,1,527,55.7522,37.6156,32.078,34.7743,2641.74
-2960561,-781545,2,527,55.7522,37.6156,32.078,34.7743,2641.74
-3096108,-290692,10,527,21.5465,39.1759,30.0445,31.2356,1233.96
-2595386,-2601889,10,527,55.95,-3.2,51.501,-0.126343,534.306
20019371,20142297,4,527,41.0936,-73.4192,36.8528,-75.9783,520.804
-226152,-716583,3,527,35.6833,139.75,37.5664,127,1155.96
-1456928,-1473166,8,527,48.8562,2.34764,43.6043,1.44075,588.124
-2162511,-2157420,7,527,38.7167,-9.13333,37.0886,-8.25082,196.897
-381535,-1955538,6,526,40.4,-3.68333,50.8435,4.35093,1316.86
-1946324,-493500,5,526,53.9,27.5667,53.1333,23.15,304.143
-1785903,-1746443,5,526,52.3721,9.73565,52.5204,13.4094,249.503
-1449947,-1456928,9,526,43.2983,5.37798,48.8562,2.34764,660.594
-564064,-561990,5,526,53.55,-113.5,51.0448,-114.056,281.117
-1785903,-1746443,8,526,52.3721,9.73565,52.5204,13.4094,249.503
-1785903,-1746443,9,526,52.3721,9.73565,52.5204,13.4094,249.503
-2608431,-2598729,11,526,51.5167,-0.0833333,51.5167,-0.45,25.3715
20019371,20144883,2,526,41.0936,-73.4192,47.6064,-122.331,3889.35
-1044367,-1044367,11,526,50.4495,30.5254,50.4495,30.5254,0
-111742,-126693,6,526,44.4941,11.3441,41.8959,12.4826,303.281
-1456928,-126693,9,526,48.8562,2.34764,41.8959,12.4826,1105.31
-631243,-666610,7,526,-15.7833,-47.9167,-22.9107,-43.2094,933.577
-390787,-390625,7,526,36.7147,-4.42474,40.4167,-3.70342,416.388
408663,-1456928,9,526,24.6556,46.6983,48.8562,2.34764,4683.54
20019371,20024246,4,526,41.0936,-73.4192,27.9472,-82.4586,1677.79
-1456928,-1466824,8,525,48.8562,2.34764,48.65,-2.01667,320.729
-38833,-38833,9,525,31.6296,-8.00304,31.6296,-8.00304,0
-2960561,-132007,1,525,55.7522,37.6156,45.4339,12.3385,2102.95
-774541,-755097,9,525,41.0167,28.9667,38.4214,27.1339,328.39
-1019007,20088325,3,525,-34.6167,-58.6833,40.7681,-73.9819,8527.41
-3735071,-3714993,2,525,21.0333,105.85,21.0259,105.856,1.03192
-1456928,-121726,10,525,48.8562,2.34764,45.4643,9.18878,639.738
20019371,20037880,6,525,41.0936,-73.4192,39.7683,-86.1581,1087.24
20019371,20091627,11,525,41.0936,-73.4192,35.2271,-80.8431,919.54
20019371,20037880,10,525,41.0936,-73.4192,39.7683,-86.1581,1087.24
-782499,-785169,10,525,25.2625,55.2944,25.2867,51.5333,378.177
-1831783,-553173,3,525,48.15,11.5833,50.0877,14.4211,298.414
-372490,-126693,12,525,41.3871,2.17001,41.8959,12.4826,858.299
-755070,20088325,10,524,41.0088,28.9682,40.7681,-73.9819,8063.64
-1456928,-1955473,5,524,48.8562,2.34764,51.2086,3.22552,268.98
-1456928,-1454460,3,524,48.8562,2.34764,47.2167,-1.55,342.302
20019371,20079111,5,524,41.0936,-73.4192,35.1678,-114.572,3624.87
-789552,-3096949,6,524,29.3697,47.9783,21.4225,39.8262,1203.93
20019371,20030916,2,524,41.0936,-73.4192,21.3069,-157.858,8020.36
-1831783,-1995499,6,524,48.15,11.5833,48.2085,16.3728,355.12
343460,-1456928,8,524,21.5503,39.2192,48.8562,2.34764,4446.57
-679069,-667833,1,524,-23.4667,-46.65,-12.9833,-38.5167,1447.03
-781545,900000000,8,524,32.078,34.7743,31.7715,35.2229,54.3502
-626621,-671824,7,524,-25.4333,-49.2333,-23.5486,-46.6373,336.025
343460,-2601889,8,524,21.5503,39.2192,51.501,-0.126343,4745.15
-571851,-569541,7,524,46.8,-71.25,45.5074,-73.5575,228.566
20019371,20103321,10,523,41.0936,-73.4192,35.4675,-97.5161,2186.3
-2960561,-1810561,5,523,55.7522,37.6156,50.9407,6.95794,2085.28
-1019007,-1456928,6,523,-34.6167,-58.6833,48.8562,2.34764,11067.1
343460,-755070,7,523,21.5503,39.2192,41.0088,28.9682,2368.65
-2601422,-2601889,9,523,53.4109,-2.97811,51.501,-0.126343,287.079
-1364995,-1364995,5,523,60.1756,24.9342,60.1756,24.9342,0
